forecast_id,date,section,line,window_start,window_end,train_type,forecast_priority
GDS-436,2026-09-21,STN_B-STN_C,DN_MAIN,2026-09-21 15:47,2026-09-21 16:32,GOODS,HIGH
GDS-437,2026-09-21,STN_B-STN_C,DN_MAIN,2026-09-21 17:47,2026-09-21 18:17,GOODS,MEDIUM
GDS-438,2026-09-21,STN_B-STN_C,DN_MAIN,2026-09-21 18:57,2026-09-21 19:17,GOODS,HIGH
GDS-439,2026-09-21,STN_B-STN_C,DN_MAIN,2026-09-21 19:42,2026-09-21 20:12,GOODS,MEDIUM
GDS-440,2026-09-21,STN_C-STN_D,UP_MAIN,2026-09-21 05:05,2026-09-21 05:35,GOODS,HIGH
GDS-441,2026-09-21,STN_C-STN_D,UP_MAIN,2026-09-21 11:34,2026-09-21 12:19,GOODS,HIGH
GDS-442,2026-09-21,STN_C-STN_D,DN_MAIN,2026-09-21 06:23,2026-09-21 06:43,GOODS,MEDIUM
GDS-443,2026-09-21,STN_C-STN_D,DN_MAIN,2026-09-21 10:44,2026-09-21 11:04,GOODS,MEDIUM
GDS-444,2026-09-21,STN_C-STN_D,DN_MAIN,2026-09-21 14:07,2026-09-21 14:27,GOODS,MEDIUM
GDS-445,2026-09-21,STN_C-STN_D,DN_MAIN,2026-09-21 08:06,2026-09-21 08:36,GOODS,MEDIUM
GDS-446,2026-09-21,STN_C-STN_D,DN_MAIN,2026-09-21 10:19,2026-09-21 10:44,GOODS,MEDIUM
GDS-447,2026-09-22,STN_A-STN_B,UP_MAIN,2026-09-22 03:49,2026-09-22 04:19,GOODS,HIGH
GDS-448,2026-09-22,STN_A-STN_B,UP_MAIN,2026-09-22 06:53,2026-09-22 07:13,GOODS,MEDIUM
GDS-449,2026-09-22,STN_A-STN_B,UP_MAIN,2026-09-22 17:16,2026-09-22 17:36,GOODS,MEDIUM
GDS-450,2026-09-22,STN_A-STN_B,DN_MAIN,2026-09-22 06:29,2026-09-22 06:59,GOODS,MEDIUM
GDS-451,2026-09-22,STN_A-STN_B,DN_MAIN,2026-09-22 17:52,2026-09-22 18:22,GOODS,MEDIUM
GDS-452,2026-09-22,STN_A-STN_B,DN_MAIN,2026-09-22 04:53,2026-09-22 05:13,GOODS,HIGH
GDS-453,2026-09-22,STN_B-STN_C,UP_MAIN,2026-09-22 01:14,2026-09-22 01:59,GOODS,MEDIUM
GDS-454,2026-09-22,STN_B-STN_C,UP_MAIN,2026-09-22 17:49,2026-09-22 18:09,GOODS,HIGH
GDS-455,2026-09-22,STN_B-STN_C,UP_MAIN,2026-09-22 10:36,2026-09-22 10:56,GOODS,HIGH
GDS-456,2026-09-22,STN_B-STN_C,DN_MAIN,2026-09-22 15:56,2026-09-22 16:16,GOODS,HIGH
GDS-457,2026-09-22,STN_B-STN_C,DN_MAIN,2026-09-22 17:46,2026-09-22 18:16,GOODS,HIGH
GDS-458,2026-09-22,STN_B-STN_C,DN_MAIN,2026-09-22 19:42,2026-09-22 20:12,GOODS,HIGH
GDS-459,2026-09-22,STN_B-STN_C,DN_MAIN,2026-09-22 10:57,2026-09-22 11:22,GOODS,HIGH
GDS-460,2026-09-22,STN_C-STN_D,UP_MAIN,2026-09-22 09:26,2026-09-22 09:56,GOODS,MEDIUM
GDS-461,2026-09-22,STN_C-STN_D,UP_MAIN,2026-09-22 22:54,2026-09-22 23:14,GOODS,MEDIUM
GDS-462,2026-09-22,STN_C-STN_D,UP_MAIN,2026-09-22 05:05,2026-09-22 05:30,GOODS,MEDIUM
GDS-463,2026-09-22,STN_C-STN_D,UP_MAIN,2026-09-22 03:54,2026-09-22 04:14,GOODS,HIGH
GDS-464,2026-09-22,STN_C-STN_D,DN_MAIN,2026-09-22 18:31,2026-09-22 19:01,GOODS,MEDIUM
GDS-465,2026-09-22,STN_C-STN_D,DN_MAIN,2026-09-22 09:15,2026-09-22 09:40,GOODS,MEDIUM
GDS-466,2026-09-22,STN_C-STN_D,DN_MAIN,2026-09-22 19:35,2026-09-22 20:00,GOODS,HIGH
GDS-467,2026-09-23,STN_A-STN_B,UP_MAIN,2026-09-23 10:37,2026-09-23 11:07,GOODS,MEDIUM
GDS-468,2026-09-23,STN_A-STN_B,UP_MAIN,2026-09-23 01:43,2026-09-23 02:08,GOODS,HIGH
GDS-469,2026-09-23,STN_A-STN_B,DN_MAIN,2026-09-23 23:03,2026-09-23 23:23,GOODS,HIGH
GDS-470,2026-09-23,STN_A-STN_B,DN_MAIN,2026-09-23 13:05,2026-09-23 13:25,GOODS,HIGH
GDS-471,2026-09-23,STN_A-STN_B,DN_MAIN,2026-09-23 14:33,2026-09-23 15:18,GOODS,HIGH
GDS-472,2026-09-23,STN_A-STN_B,DN_MAIN,2026-09-23 20:20,2026-09-23 21:05,GOODS,MEDIUM
GDS-473,2026-09-23,STN_A-STN_B,DN_MAIN,2026-09-23 10:39,2026-09-23 11:09,GOODS,HIGH
GDS-474,2026-09-23,STN_B-STN_C,UP_MAIN,2026-09-23 15:53,2026-09-23 16:18,GOODS,HIGH
GDS-475,2026-09-23,STN_B-STN_C,UP_MAIN,2026-09-23 23:50,2026-09-24 00:35,GOODS,HIGH
GDS-476,2026-09-23,STN_B-STN_C,DN_MAIN,2026-09-23 10:35,2026-09-23 11:20,GOODS,MEDIUM
GDS-477,2026-09-23,STN_B-STN_C,DN_MAIN,2026-09-23 07:54,2026-09-23 08:19,GOODS,HIGH
GDS-478,2026-09-23,STN_B-STN_C,DN_MAIN,2026-09-23 21:03,2026-09-23 21:33,GOODS,MEDIUM
GDS-479,2026-09-23,STN_B-STN_C,DN_MAIN,2026-09-23 13:22,2026-09-23 13:47,GOODS,MEDIUM
GDS-480,2026-09-23,STN_B-STN_C,DN_MAIN,2026-09-23 11:05,2026-09-23 11:50,GOODS,MEDIUM
GDS-481,2026-09-23,STN_C-STN_D,UP_MAIN,2026-09-23 02:13,2026-09-23 02:58,GOODS,HIGH
GDS-482,2026-09-23,STN_C-STN_D,UP_MAIN,2026-09-23 11:59,2026-09-23 12:44,GOODS,MEDIUM
GDS-483,2026-09-23,STN_C-STN_D,DN_MAIN,2026-09-23 09:38,2026-09-23 10:08,GOODS,HIGH
GDS-484,2026-09-23,STN_C-STN_D,DN_MAIN,2026-09-23 17:20,2026-09-23 17:40,GOODS,MEDIUM
GDS-485,2026-09-23,STN_C-STN_D,DN_MAIN,2026-09-23 03:39,2026-09-23 04:09,GOODS,HIGH
GDS-486,2026-09-24,STN_A-STN_B,UP_MAIN,2026-09-24 18:11,2026-09-24 18:56,GOODS,MEDIUM
GDS-487,2026-09-24,STN_A-STN_B,UP_MAIN,2026-09-24 20:09,2026-09-24 20:54,GOODS,HIGH
GDS-488,2026-09-24,STN_A-STN_B,UP_MAIN,2026-09-24 21:11,2026-09-24 21:36,GOODS,HIGH
GDS-489,2026-09-24,STN_A-STN_B,UP_MAIN,2026-09-24 16:27,2026-09-24 17:12,GOODS,HIGH
GDS-490,2026-09-24,STN_A-STN_B,DN_MAIN,2026-09-24 07:06,2026-09-24 07:51,GOODS,MEDIUM
GDS-491,2026-09-24,STN_A-STN_B,DN_MAIN,2026-09-24 19:21,2026-09-24 19:51,GOODS,HIGH
GDS-492,2026-09-24,STN_A-STN_B,DN_MAIN,2026-09-24 05:54,2026-09-24 06:14,GOODS,MEDIUM
GDS-493,2026-09-24,STN_A-STN_B,DN_MAIN,2026-09-24 03:54,2026-09-24 04:39,GOODS,MEDIUM
GDS-494,2026-09-24,STN_B-STN_C,UP_MAIN,2026-09-24 15:11,2026-09-24 15:36,GOODS,MEDIUM
GDS-495,2026-09-24,STN_B-STN_C,UP_MAIN,2026-09-24 13:51,2026-09-24 14:11,GOODS,HIGH
GDS-496,2026-09-24,STN_B-STN_C,DN_MAIN,2026-09-24 11:10,2026-09-24 11:55,GOODS,HIGH
GDS-497,2026-09-24,STN_B-STN_C,DN_MAIN,2026-09-24 03:05,2026-09-24 03:30,GOODS,HIGH
GDS-498,2026-09-24,STN_B-STN_C,DN_MAIN,2026-09-24 19:49,2026-09-24 20:09,GOODS,HIGH
GDS-499,2026-09-24,STN_B-STN_C,DN_MAIN,2026-09-24 22:33,2026-09-24 22:58,GOODS,MEDIUM
GDS-500,2026-09-24,STN_B-STN_C,DN_MAIN,2026-09-24 18:08,2026-09-24 18:38,GOODS,MEDIUM
GDS-501,2026-09-24,STN_C-STN_D,UP_MAIN,2026-09-24 06:40,2026-09-24 07:05,GOODS,MEDIUM
GDS-502,2026-09-24,STN_C-STN_D,UP_MAIN,2026-09-24 10:13,2026-09-24 10:43,GOODS,MEDIUM
GDS-503,2026-09-24,STN_C-STN_D,UP_MAIN,2026-09-24 11:45,2026-09-24 12:05,GOODS,HIGH
GDS-504,2026-09-24,STN_C-STN_D,UP_MAIN,2026-09-24 20:52,2026-09-24 21:37,GOODS,HIGH
GDS-505,2026-09-24,STN_C-STN_D,UP_MAIN,2026-09-24 10:02,2026-09-24 10:22,GOODS,MEDIUM
GDS-506,2026-09-24,STN_C-STN_D,DN_MAIN,2026-09-24 00:01,2026-09-24 00:31,GOODS,HIGH
GDS-507,2026-09-24,STN_C-STN_D,DN_MAIN,2026-09-24 09:37,2026-09-24 09:57,GOODS,HIGH
GDS-508,2026-09-25,STN_A-STN_B,UP_MAIN,2026-09-25 23:58,2026-09-26 00:43,GOODS,MEDIUM
GDS-509,2026-09-25,STN_A-STN_B,UP_MAIN,2026-09-25 13:03,2026-09-25 13:48,GOODS,MEDIUM
GDS-510,2026-09-25,STN_A-STN_B,UP_MAIN,2026-09-25 14:51,2026-09-25 15:16,GOODS,HIGH
GDS-511,2026-09-25,STN_A-STN_B,UP_MAIN,2026-09-25 16:12,2026-09-25 16:37,GOODS,HIGH
GDS-512,2026-09-25,STN_A-STN_B,UP_MAIN,2026-09-25 18:57,2026-09-25 19:42,GOODS,MEDIUM
GDS-513,2026-09-25,STN_A-STN_B,DN_MAIN,2026-09-25 05:15,2026-09-25 05:45,GOODS,HIGH
GDS-514,2026-09-25,STN_A-STN_B,DN_MAIN,2026-09-25 04:35,2026-09-25 04:55,GOODS,HIGH
GDS-515,2026-09-25,STN_A-STN_B,DN_MAIN,2026-09-25 22:07,2026-09-25 22:27,GOODS,HIGH
GDS-516,2026-09-25,STN_A-STN_B,DN_MAIN,2026-09-25 16:36,2026-09-25 17:21,GOODS,HIGH
GDS-517,2026-09-25,STN_A-STN_B,DN_MAIN,2026-09-25 02:53,2026-09-25 03:18,GOODS,MEDIUM
GDS-518,2026-09-25,STN_B-STN_C,UP_MAIN,2026-09-25 23:44,2026-09-26 00:29,GOODS,HIGH
GDS-519,2026-09-25,STN_B-STN_C,UP_MAIN,2026-09-25 15:30,2026-09-25 16:15,GOODS,MEDIUM
GDS-520,2026-09-25,STN_B-STN_C,UP_MAIN,2026-09-25 13:07,2026-09-25 13:37,GOODS,HIGH
GDS-521,2026-09-25,STN_B-STN_C,UP_MAIN,2026-09-25 06:20,2026-09-25 07:05,GOODS,HIGH
GDS-522,2026-09-25,STN_B-STN_C,UP_MAIN,2026-09-25 19:43,2026-09-25 20:28,GOODS,HIGH
GDS-523,2026-09-25,STN_B-STN_C,DN_MAIN,2026-09-25 14:01,2026-09-25 14:31,GOODS,HIGH
GDS-524,2026-09-25,STN_B-STN_C,DN_MAIN,2026-09-25 01:17,2026-09-25 02:02,GOODS,MEDIUM
GDS-525,2026-09-25,STN_B-STN_C,DN_MAIN,2026-09-25 03:51,2026-09-25 04:36,GOODS,HIGH
GDS-526,2026-09-25,STN_B-STN_C,DN_MAIN,2026-09-25 04:50,2026-09-25 05:20,GOODS,MEDIUM
GDS-527,2026-09-25,STN_C-STN_D,UP_MAIN,2026-09-25 17:51,2026-09-25 18:11,GOODS,HIGH
GDS-528,2026-09-25,STN_C-STN_D,UP_MAIN,2026-09-25 16:07,2026-09-25 16:27,GOODS,MEDIUM
GDS-529,2026-09-25,STN_C-STN_D,DN_MAIN,2026-09-25 11:43,2026-09-25 12:03,GOODS,MEDIUM
GDS-530,2026-09-25,STN_C-STN_D,DN_MAIN,2026-09-25 15:29,2026-09-25 16:14,GOODS,MEDIUM
GDS-531,2026-09-26,STN_A-STN_B,UP_MAIN,2026-09-26 12:02,2026-09-26 12:32,GOODS,MEDIUM
GDS-532,2026-09-26,STN_A-STN_B,UP_MAIN,2026-09-26 05:43,2026-09-26 06:03,GOODS,MEDIUM
GDS-533,2026-09-26,STN_A-STN_B,UP_MAIN,2026-09-26 19:14,2026-09-26 19:44,GOODS,HIGH
GDS-534,2026-09-26,STN_A-STN_B,UP_MAIN,2026-09-26 21:28,2026-09-26 22:13,GOODS,HIGH
GDS-535,2026-09-26,STN_A-STN_B,UP_MAIN,2026-09-26 19:33,2026-09-26 19:53,GOODS,MEDIUM
GDS-536,2026-09-26,STN_A-STN_B,DN_MAIN,2026-09-26 09:47,2026-09-26 10:32,GOODS,HIGH
GDS-537,2026-09-26,STN_A-STN_B,DN_MAIN,2026-09-26 04:19,2026-09-26 04:39,GOODS,MEDIUM
GDS-538,2026-09-26,STN_B-STN_C,UP_MAIN,2026-09-26 04:31,2026-09-26 05:01,GOODS,MEDIUM
GDS-539,2026-09-26,STN_B-STN_C,UP_MAIN,2026-09-26 08:46,2026-09-26 09:06,GOODS,HIGH
GDS-540,2026-09-26,STN_B-STN_C,UP_MAIN,2026-09-26 20:36,2026-09-26 21:01,GOODS,HIGH
GDS-541,2026-09-26,STN_B-STN_C,UP_MAIN,2026-09-26 22:29,2026-09-26 23:14,GOODS,MEDIUM
GDS-542,2026-09-26,STN_B-STN_C,DN_MAIN,2026-09-26 08:55,2026-09-26 09:20,GOODS,MEDIUM
GDS-543,2026-09-26,STN_B-STN_C,DN_MAIN,2026-09-26 06:10,2026-09-26 06:30,GOODS,MEDIUM
GDS-544,2026-09-26,STN_B-STN_C,DN_MAIN,2026-09-26 02:52,2026-09-26 03:17,GOODS,HIGH
GDS-545,2026-09-26,STN_C-STN_D,UP_MAIN,2026-09-26 14:05,2026-09-26 14:50,GOODS,HIGH
GDS-546,2026-09-26,STN_C-STN_D,UP_MAIN,2026-09-26 22:33,2026-09-26 23:18,GOODS,HIGH
GDS-547,2026-09-26,STN_C-STN_D,UP_MAIN,2026-09-26 07:11,2026-09-26 07:41,GOODS,HIGH
GDS-548,2026-09-26,STN_C-STN_D,UP_MAIN,2026-09-26 21:55,2026-09-26 22:25,GOODS,HIGH
GDS-549,2026-09-26,STN_C-STN_D,UP_MAIN,2026-09-26 01:47,2026-09-26 02:12,GOODS,MEDIUM
GDS-550,2026-09-26,STN_C-STN_D,DN_MAIN,2026-09-26 16:15,2026-09-26 16:45,GOODS,MEDIUM
GDS-551,2026-09-26,STN_C-STN_D,DN_MAIN,2026-09-26 18:10,2026-09-26 18:35,GOODS,MEDIUM
GDS-552,2026-09-26,STN_C-STN_D,DN_MAIN,2026-09-26 23:19,2026-09-27 00:04,GOODS,MEDIUM
GDS-553,2026-09-26,STN_C-STN_D,DN_MAIN,2026-09-26 08:57,2026-09-26 09:22,GOODS,MEDIUM
GDS-554,2026-09-26,STN_C-STN_D,DN_MAIN,2026-09-26 00:24,2026-09-26 00:54,GOODS,MEDIUM
GDS-555,2026-09-27,STN_A-STN_B,UP_MAIN,2026-09-27 23:09,2026-09-27 23:39,GOODS,HIGH
GDS-556,2026-09-27,STN_A-STN_B,UP_MAIN,2026-09-27 03:19,2026-09-27 03:49,GOODS,MEDIUM
GDS-557,2026-09-27,STN_A-STN_B,UP_MAIN,2026-09-27 20:50,2026-09-27 21:20,GOODS,MEDIUM
GDS-558,2026-09-27,STN_A-STN_B,UP_MAIN,2026-09-27 09:13,2026-09-27 09:43,GOODS,HIGH
GDS-559,2026-09-27,STN_A-STN_B,UP_MAIN,2026-09-27 08:42,2026-09-27 09:27,GOODS,MEDIUM
GDS-560,2026-09-27,STN_A-STN_B,DN_MAIN,2026-09-27 22:56,2026-09-27 23:21,GOODS,MEDIUM
GDS-561,2026-09-27,STN_A-STN_B,DN_MAIN,2026-09-27 23:07,2026-09-27 23:32,GOODS,MEDIUM
GDS-562,2026-09-27,STN_A-STN_B,DN_MAIN,2026-09-27 18:41,2026-09-27 19:01,GOODS,HIGH
GDS-563,2026-09-27,STN_B-STN_C,UP_MAIN,2026-09-27 00:24,2026-09-27 01:09,GOODS,HIGH
GDS-564,2026-09-27,STN_B-STN_C,UP_MAIN,2026-09-27 17:55,2026-09-27 18:15,GOODS,MEDIUM
GDS-565,2026-09-27,STN_B-STN_C,DN_MAIN,2026-09-27 07:29,2026-09-27 07:59,GOODS,MEDIUM
GDS-566,2026-09-27,STN_B-STN_C,DN_MAIN,2026-09-27 06:35,2026-09-27 06:55,GOODS,HIGH
GDS-567,2026-09-27,STN_B-STN_C,DN_MAIN,2026-09-27 21:08,2026-09-27 21:28,GOODS,HIGH
GDS-568,2026-09-27,STN_B-STN_C,DN_MAIN,2026-09-27 20:16,2026-09-27 20:41,GOODS,HIGH
GDS-569,2026-09-27,STN_C-STN_D,UP_MAIN,2026-09-27 02:56,2026-09-27 03:21,GOODS,MEDIUM
GDS-570,2026-09-27,STN_C-STN_D,UP_MAIN,2026-09-27 22:24,2026-09-27 22:49,GOODS,HIGH
GDS-571,2026-09-27,STN_C-STN_D,DN_MAIN,2026-09-27 08:38,2026-09-27 09:08,GOODS,MEDIUM
GDS-572,2026-09-27,STN_C-STN_D,DN_MAIN,2026-09-27 22:32,2026-09-27 22:52,GOODS,MEDIUM
GDS-573,2026-09-27,STN_C-STN_D,DN_MAIN,2026-09-27 09:26,2026-09-27 10:11,GOODS,MEDIUM
GDS-574,2026-09-28,STN_A-STN_B,UP_MAIN,2026-09-28 05:31,2026-09-28 05:51,GOODS,MEDIUM
GDS-575,2026-09-28,STN_A-STN_B,UP_MAIN,2026-09-28 02:07,2026-09-28 02:52,GOODS,MEDIUM
GDS-576,2026-09-28,STN_A-STN_B,UP_MAIN,2026-09-28 11:21,2026-09-28 11:41,GOODS,MEDIUM
GDS-577,2026-09-28,STN_A-STN_B,UP_MAIN,2026-09-28 09:02,2026-09-28 09:27,GOODS,MEDIUM
GDS-578,2026-09-28,STN_A-STN_B,DN_MAIN,2026-09-28 16:47,2026-09-28 17:12,GOODS,MEDIUM
GDS-579,2026-09-28,STN_A-STN_B,DN_MAIN,2026-09-28 06:05,2026-09-28 06:50,GOODS,HIGH
GDS-580,2026-09-28,STN_B-STN_C,UP_MAIN,2026-09-28 18:27,2026-09-28 19:12,GOODS,HIGH
GDS-581,2026-09-28,STN_B-STN_C,UP_MAIN,2026-09-28 20:57,2026-09-28 21:17,GOODS,MEDIUM
GDS-582,2026-09-28,STN_B-STN_C,UP_MAIN,2026-09-28 08:50,2026-09-28 09:10,GOODS,HIGH
GDS-583,2026-09-28,STN_B-STN_C,DN_MAIN,2026-09-28 02:24,2026-09-28 02:54,GOODS,MEDIUM
GDS-584,2026-09-28,STN_B-STN_C,DN_MAIN,2026-09-28 00:38,2026-09-28 01:23,GOODS,HIGH
GDS-585,2026-09-28,STN_C-STN_D,UP_MAIN,2026-09-28 01:17,2026-09-28 02:02,GOODS,MEDIUM
GDS-586,2026-09-28,STN_C-STN_D,UP_MAIN,2026-09-28 05:10,2026-09-28 05:40,GOODS,MEDIUM
GDS-587,2026-09-28,STN_C-STN_D,DN_MAIN,2026-09-28 17:35,2026-09-28 18:20,GOODS,MEDIUM
GDS-588,2026-09-28,STN_C-STN_D,DN_MAIN,2026-09-28 14:53,2026-09-28 15:38,GOODS,HIGH
