train_id,date,section,line,dep_time,arr_time,train_type
PSG-465,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 00:10,2026-09-09 00:20,PASSENGER
PSG-466,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 13:53,2026-09-09 14:08,PASSENGER
PSG-467,2026-09-09,STN_B-STN_C,DN_MAIN,2026-09-09 16:17,2026-09-09 16:27,PASSENGER
PSG-468,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 09:48,2026-09-09 10:00,PASSENGER
PSG-469,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 09:44,2026-09-09 09:52,PASSENGER
PSG-470,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 03:03,2026-09-09 03:13,PASSENGER
PSG-471,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 18:15,2026-09-09 18:23,PASSENGER
PSG-472,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 05:58,2026-09-09 06:13,PASSENGER
PSG-473,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 06:00,2026-09-09 06:08,PASSENGER
PSG-474,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 13:33,2026-09-09 13:48,PASSENGER
PSG-475,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 06:21,2026-09-09 06:33,PASSENGER
PSG-476,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 01:16,2026-09-09 01:24,PASSENGER
PSG-477,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 10:11,2026-09-09 10:19,PASSENGER
PSG-478,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 11:26,2026-09-09 11:38,PASSENGER
PSG-479,2026-09-09,STN_C-STN_D,UP_MAIN,2026-09-09 15:30,2026-09-09 15:45,PASSENGER
PSG-480,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 17:12,2026-09-09 17:27,PASSENGER
PSG-481,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 09:18,2026-09-09 09:28,PASSENGER
PSG-482,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 03:50,2026-09-09 04:02,PASSENGER
PSG-483,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 05:32,2026-09-09 05:47,PASSENGER
PSG-484,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 22:07,2026-09-09 22:19,PASSENGER
PSG-485,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 06:21,2026-09-09 06:29,PASSENGER
PSG-486,2026-09-09,STN_C-STN_D,DN_MAIN,2026-09-09 11:30,2026-09-09 11:42,PASSENGER
PSG-487,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 23:01,2026-09-10 23:11,PASSENGER
PSG-488,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 05:59,2026-09-10 06:14,PASSENGER
PSG-489,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 14:35,2026-09-10 14:47,PASSENGER
PSG-490,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 02:57,2026-09-10 03:12,PASSENGER
PSG-491,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 22:50,2026-09-10 22:58,PASSENGER
PSG-492,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 06:18,2026-09-10 06:28,PASSENGER
PSG-493,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 16:17,2026-09-10 16:29,PASSENGER
PSG-494,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 08:28,2026-09-10 08:36,PASSENGER
PSG-495,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 08:54,2026-09-10 09:09,PASSENGER
PSG-496,2026-09-10,STN_A-STN_B,UP_MAIN,2026-09-10 08:02,2026-09-10 08:17,PASSENGER
PSG-497,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 09:06,2026-09-10 09:18,PASSENGER
PSG-498,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 10:18,2026-09-10 10:26,PASSENGER
PSG-499,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 08:55,2026-09-10 09:07,PASSENGER
PSG-500,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 23:38,2026-09-10 23:48,PASSENGER
PSG-501,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 02:07,2026-09-10 02:15,PASSENGER
PSG-502,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 15:53,2026-09-10 16:05,PASSENGER
PSG-503,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 05:27,2026-09-10 05:42,PASSENGER
PSG-504,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 23:25,2026-09-10 23:37,PASSENGER
PSG-505,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 23:33,2026-09-10 23:41,PASSENGER
PSG-506,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 21:48,2026-09-10 22:00,PASSENGER
PSG-507,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 12:32,2026-09-10 12:42,PASSENGER
PSG-508,2026-09-10,STN_A-STN_B,DN_MAIN,2026-09-10 07:28,2026-09-10 07:38,PASSENGER
PSG-509,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 05:13,2026-09-10 05:28,PASSENGER
PSG-510,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 20:40,2026-09-10 20:52,PASSENGER
PSG-511,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 14:11,2026-09-10 14:26,PASSENGER
PSG-512,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 18:20,2026-09-10 18:30,PASSENGER
PSG-513,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 08:26,2026-09-10 08:34,PASSENGER
PSG-514,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 17:56,2026-09-10 18:11,PASSENGER
PSG-515,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 18:01,2026-09-10 18:13,PASSENGER
PSG-516,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 02:39,2026-09-10 02:47,PASSENGER
PSG-517,2026-09-10,STN_B-STN_C,UP_MAIN,2026-09-10 02:06,2026-09-10 02:16,PASSENGER
PSG-518,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 18:19,2026-09-10 18:29,PASSENGER
PSG-519,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 05:36,2026-09-10 05:48,PASSENGER
PSG-520,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 17:45,2026-09-10 18:00,PASSENGER
PSG-521,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 03:58,2026-09-10 04:08,PASSENGER
PSG-522,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 19:54,2026-09-10 20:09,PASSENGER
PSG-523,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 03:06,2026-09-10 03:21,PASSENGER
PSG-524,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 01:53,2026-09-10 02:08,PASSENGER
PSG-525,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 04:30,2026-09-10 04:45,PASSENGER
PSG-526,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 15:35,2026-09-10 15:43,PASSENGER
PSG-527,2026-09-10,STN_B-STN_C,DN_MAIN,2026-09-10 19:04,2026-09-10 19:19,PASSENGER
PSG-528,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 10:31,2026-09-10 10:39,PASSENGER
PSG-529,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 13:30,2026-09-10 13:42,PASSENGER
PSG-530,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 00:06,2026-09-10 00:16,PASSENGER
PSG-531,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 19:44,2026-09-10 19:52,PASSENGER
PSG-532,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 01:32,2026-09-10 01:47,PASSENGER
PSG-533,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 11:45,2026-09-10 11:53,PASSENGER
PSG-534,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 18:28,2026-09-10 18:36,PASSENGER
PSG-535,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 02:21,2026-09-10 02:36,PASSENGER
PSG-536,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 01:04,2026-09-10 01:16,PASSENGER
PSG-537,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 13:57,2026-09-10 14:07,PASSENGER
PSG-538,2026-09-10,STN_C-STN_D,UP_MAIN,2026-09-10 04:37,2026-09-10 04:52,PASSENGER
PSG-539,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 13:03,2026-09-10 13:18,PASSENGER
PSG-540,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 12:53,2026-09-10 13:08,PASSENGER
PSG-541,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 02:44,2026-09-10 02:54,PASSENGER
PSG-542,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 22:18,2026-09-10 22:30,PASSENGER
PSG-543,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 04:02,2026-09-10 04:12,PASSENGER
PSG-544,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 18:20,2026-09-10 18:35,PASSENGER
PSG-545,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 18:03,2026-09-10 18:13,PASSENGER
PSG-546,2026-09-10,STN_C-STN_D,DN_MAIN,2026-09-10 07:36,2026-09-10 07:44,PASSENGER
PSG-547,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 00:46,2026-09-11 00:58,PASSENGER
PSG-548,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 15:48,2026-09-11 16:03,PASSENGER
PSG-549,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 18:09,2026-09-11 18:24,PASSENGER
PSG-550,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 07:50,2026-09-11 08:00,PASSENGER
PSG-551,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 15:43,2026-09-11 15:55,PASSENGER
PSG-552,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 05:17,2026-09-11 05:29,PASSENGER
PSG-553,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 06:26,2026-09-11 06:34,PASSENGER
PSG-554,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 01:05,2026-09-11 01:20,PASSENGER
PSG-555,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 20:59,2026-09-11 21:07,PASSENGER
PSG-556,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 08:12,2026-09-11 08:22,PASSENGER
PSG-557,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 02:17,2026-09-11 02:25,PASSENGER
PSG-558,2026-09-11,STN_A-STN_B,UP_MAIN,2026-09-11 20:16,2026-09-11 20:24,PASSENGER
PSG-559,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 20:24,2026-09-11 20:32,PASSENGER
PSG-560,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 08:21,2026-09-11 08:29,PASSENGER
PSG-561,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 13:43,2026-09-11 13:58,PASSENGER
PSG-562,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 07:59,2026-09-11 08:09,PASSENGER
PSG-563,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 01:55,2026-09-11 02:05,PASSENGER
PSG-564,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 17:11,2026-09-11 17:23,PASSENGER
PSG-565,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 07:59,2026-09-11 08:11,PASSENGER
PSG-566,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 19:42,2026-09-11 19:54,PASSENGER
PSG-567,2026-09-11,STN_A-STN_B,DN_MAIN,2026-09-11 08:05,2026-09-11 08:17,PASSENGER
PSG-568,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 22:32,2026-09-11 22:42,PASSENGER
PSG-569,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 14:06,2026-09-11 14:18,PASSENGER
PSG-570,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 09:23,2026-09-11 09:31,PASSENGER
PSG-571,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 19:00,2026-09-11 19:10,PASSENGER
PSG-572,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 21:22,2026-09-11 21:37,PASSENGER
PSG-573,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 18:58,2026-09-11 19:13,PASSENGER
PSG-574,2026-09-11,STN_B-STN_C,UP_MAIN,2026-09-11 01:36,2026-09-11 01:48,PASSENGER
PSG-575,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 22:54,2026-09-11 23:09,PASSENGER
PSG-576,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 17:54,2026-09-11 18:06,PASSENGER
PSG-577,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 23:46,2026-09-12 00:01,PASSENGER
PSG-578,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 13:56,2026-09-11 14:06,PASSENGER
PSG-579,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 10:14,2026-09-11 10:29,PASSENGER
PSG-580,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 06:16,2026-09-11 06:31,PASSENGER
PSG-581,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 08:13,2026-09-11 08:23,PASSENGER
PSG-582,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 10:15,2026-09-11 10:25,PASSENGER
PSG-583,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 15:48,2026-09-11 15:56,PASSENGER
PSG-584,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 19:11,2026-09-11 19:26,PASSENGER
PSG-585,2026-09-11,STN_B-STN_C,DN_MAIN,2026-09-11 14:13,2026-09-11 14:23,PASSENGER
PSG-586,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 08:17,2026-09-11 08:29,PASSENGER
PSG-587,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 06:56,2026-09-11 07:08,PASSENGER
PSG-588,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 22:04,2026-09-11 22:12,PASSENGER
PSG-589,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 15:21,2026-09-11 15:33,PASSENGER
PSG-590,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 03:09,2026-09-11 03:19,PASSENGER
PSG-591,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 01:45,2026-09-11 01:57,PASSENGER
PSG-592,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 12:52,2026-09-11 13:00,PASSENGER
PSG-593,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 02:29,2026-09-11 02:39,PASSENGER
PSG-594,2026-09-11,STN_C-STN_D,UP_MAIN,2026-09-11 20:03,2026-09-11 20:13,PASSENGER
PSG-595,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 07:07,2026-09-11 07:19,PASSENGER
PSG-596,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 10:20,2026-09-11 10:28,PASSENGER
PSG-597,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 07:13,2026-09-11 07:23,PASSENGER
PSG-598,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 04:00,2026-09-11 04:15,PASSENGER
PSG-599,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 08:16,2026-09-11 08:26,PASSENGER
PSG-600,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 13:32,2026-09-11 13:42,PASSENGER
PSG-601,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 18:50,2026-09-11 19:02,PASSENGER
PSG-602,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 09:39,2026-09-11 09:54,PASSENGER
PSG-603,2026-09-11,STN_C-STN_D,DN_MAIN,2026-09-11 15:54,2026-09-11 16:06,PASSENGER
PSG-604,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 08:55,2026-09-12 09:07,PASSENGER
PSG-605,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 17:30,2026-09-12 17:45,PASSENGER
PSG-606,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 15:54,2026-09-12 16:02,PASSENGER
PSG-607,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 16:01,2026-09-12 16:13,PASSENGER
PSG-608,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 06:56,2026-09-12 07:08,PASSENGER
PSG-609,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 10:40,2026-09-12 10:55,PASSENGER
PSG-610,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 01:33,2026-09-12 01:43,PASSENGER
PSG-611,2026-09-12,STN_A-STN_B,UP_MAIN,2026-09-12 04:58,2026-09-12 05:06,PASSENGER
PSG-612,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 18:53,2026-09-12 19:08,PASSENGER
PSG-613,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 10:04,2026-09-12 10:14,PASSENGER
PSG-614,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 06:41,2026-09-12 06:53,PASSENGER
PSG-615,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 07:51,2026-09-12 08:06,PASSENGER
PSG-616,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 19:26,2026-09-12 19:36,PASSENGER
PSG-617,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 17:02,2026-09-12 17:14,PASSENGER
PSG-618,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 08:47,2026-09-12 09:02,PASSENGER
PSG-619,2026-09-12,STN_A-STN_B,DN_MAIN,2026-09-12 21:54,2026-09-12 22:09,PASSENGER
PSG-620,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 05:44,2026-09-12 05:56,PASSENGER
PSG-621,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 05:46,2026-09-12 05:56,PASSENGER
PSG-622,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 18:39,2026-09-12 18:54,PASSENGER
PSG-623,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 06:16,2026-09-12 06:24,PASSENGER
PSG-624,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 17:53,2026-09-12 18:01,PASSENGER
PSG-625,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 02:32,2026-09-12 02:40,PASSENGER
PSG-626,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 00:13,2026-09-12 00:28,PASSENGER
PSG-627,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 04:41,2026-09-12 04:51,PASSENGER
PSG-628,2026-09-12,STN_B-STN_C,UP_MAIN,2026-09-12 02:19,2026-09-12 02:29,PASSENGER
PSG-629,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 07:27,2026-09-12 07:42,PASSENGER
PSG-630,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 12:44,2026-09-12 12:52,PASSENGER
PSG-631,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 21:05,2026-09-12 21:20,PASSENGER
PSG-632,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 22:30,2026-09-12 22:45,PASSENGER
PSG-633,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 00:32,2026-09-12 00:40,PASSENGER
PSG-634,2026-09-12,STN_B-STN_C,DN_MAIN,2026-09-12 18:09,2026-09-12 18:24,PASSENGER
PSG-635,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 00:34,2026-09-12 00:46,PASSENGER
PSG-636,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 18:17,2026-09-12 18:29,PASSENGER
PSG-637,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 00:35,2026-09-12 00:50,PASSENGER
PSG-638,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 06:07,2026-09-12 06:15,PASSENGER
PSG-639,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 03:17,2026-09-12 03:27,PASSENGER
PSG-640,2026-09-12,STN_C-STN_D,UP_MAIN,2026-09-12 08:13,2026-09-12 08:23,PASSENGER
PSG-641,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 17:58,2026-09-12 18:10,PASSENGER
PSG-642,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 12:05,2026-09-12 12:17,PASSENGER
PSG-643,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 13:32,2026-09-12 13:40,PASSENGER
PSG-644,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 12:44,2026-09-12 12:59,PASSENGER
PSG-645,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 15:40,2026-09-12 15:50,PASSENGER
PSG-646,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 23:47,2026-09-12 23:57,PASSENGER
PSG-647,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 10:14,2026-09-12 10:22,PASSENGER
PSG-648,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 22:18,2026-09-12 22:26,PASSENGER
PSG-649,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 03:11,2026-09-12 03:26,PASSENGER
PSG-650,2026-09-12,STN_C-STN_D,DN_MAIN,2026-09-12 12:56,2026-09-12 13:11,PASSENGER
PSG-651,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 16:14,2026-09-13 16:22,PASSENGER
PSG-652,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 21:44,2026-09-13 21:52,PASSENGER
PSG-653,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 23:59,2026-09-14 00:09,PASSENGER
PSG-654,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 02:49,2026-09-13 03:04,PASSENGER
PSG-655,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 14:48,2026-09-13 15:00,PASSENGER
PSG-656,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 19:18,2026-09-13 19:26,PASSENGER
PSG-657,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 18:01,2026-09-13 18:09,PASSENGER
PSG-658,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 07:50,2026-09-13 08:00,PASSENGER
PSG-659,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 23:37,2026-09-13 23:52,PASSENGER
PSG-660,2026-09-13,STN_A-STN_B,UP_MAIN,2026-09-13 09:15,2026-09-13 09:23,PASSENGER
PSG-661,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 23:21,2026-09-13 23:33,PASSENGER
PSG-662,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 18:32,2026-09-13 18:40,PASSENGER
PSG-663,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 06:07,2026-09-13 06:19,PASSENGER
PSG-664,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 00:32,2026-09-13 00:42,PASSENGER
PSG-665,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 20:02,2026-09-13 20:12,PASSENGER
PSG-666,2026-09-13,STN_A-STN_B,DN_MAIN,2026-09-13 13:35,2026-09-13 13:43,PASSENGER
PSG-667,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 05:32,2026-09-13 05:42,PASSENGER
PSG-668,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 19:20,2026-09-13 19:35,PASSENGER
PSG-669,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 23:06,2026-09-13 23:18,PASSENGER
PSG-670,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 13:06,2026-09-13 13:16,PASSENGER
PSG-671,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 23:31,2026-09-13 23:39,PASSENGER
PSG-672,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 17:05,2026-09-13 17:17,PASSENGER
PSG-673,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 01:49,2026-09-13 01:57,PASSENGER
PSG-674,2026-09-13,STN_B-STN_C,UP_MAIN,2026-09-13 14:55,2026-09-13 15:05,PASSENGER
PSG-675,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 02:35,2026-09-13 02:47,PASSENGER
PSG-676,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 20:39,2026-09-13 20:54,PASSENGER
PSG-677,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 11:08,2026-09-13 11:16,PASSENGER
PSG-678,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 21:38,2026-09-13 21:50,PASSENGER
PSG-679,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 15:22,2026-09-13 15:37,PASSENGER
PSG-680,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 07:47,2026-09-13 07:59,PASSENGER
PSG-681,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 18:52,2026-09-13 19:07,PASSENGER
PSG-682,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 14:44,2026-09-13 14:54,PASSENGER
PSG-683,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 23:12,2026-09-13 23:27,PASSENGER
PSG-684,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 02:55,2026-09-13 03:07,PASSENGER
PSG-685,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 08:24,2026-09-13 08:32,PASSENGER
PSG-686,2026-09-13,STN_B-STN_C,DN_MAIN,2026-09-13 02:48,2026-09-13 03:00,PASSENGER
PSG-687,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 12:58,2026-09-13 13:08,PASSENGER
PSG-688,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 13:17,2026-09-13 13:29,PASSENGER
PSG-689,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 12:18,2026-09-13 12:26,PASSENGER
PSG-690,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 03:07,2026-09-13 03:15,PASSENGER
PSG-691,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 10:31,2026-09-13 10:46,PASSENGER
PSG-692,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 12:17,2026-09-13 12:29,PASSENGER
PSG-693,2026-09-13,STN_C-STN_D,UP_MAIN,2026-09-13 03:29,2026-09-13 03:39,PASSENGER
PSG-694,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 06:23,2026-09-13 06:38,PASSENGER
PSG-695,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 15:19,2026-09-13 15:34,PASSENGER
PSG-696,2026-09-13,STN_C-STN_D,DN_MAIN,2026-09-13 03:31,2026-09-13 03:39,PASSENGER
